timestamp,gaze_angle,head_pitch,head_yaw,head_roll,ear_left,ear_right,pupil_left,pupil_right,blink_rate,fixation_stability,focus_score
1764434099.5639532,2.20,-0.41,-0.64,-51.83,0.242,0.224,13.38,13.62,0.0,0.000,0.0
1764434099.703187,3.49,-7.26,0.50,-88.15,0.311,0.202,21.65,19.81,0.0,0.000,0.0
1764434099.7424169,4.37,-10.29,1.46,-113.36,0.299,0.199,27.76,24.53,0.0,0.000,0.0
1764434099.771722,4.98,-11.14,2.21,-131.45,0.327,0.208,34.86,28.59,0.0,0.000,0.0
1764434099.801109,5.42,-13.84,2.81,-143.98,0.303,0.205,35.12,31.42,0.0,0.000,0.0
1764434099.8300061,5.70,-15.65,3.19,-152.56,0.316,0.211,36.45,33.16,0.0,0.000,0.0
1764434099.8594382,5.90,-17.46,3.50,-158.55,0.316,0.190,36.94,34.27,0.0,0.000,0.0
1764434099.8907485,6.02,-16.21,3.61,-162.60,0.312,0.205,39.66,34.83,0.0,0.000,0.0
1764434099.917667,6.11,-17.20,3.70,-165.47,0.301,0.206,41.56,34.99,0.0,0.000,0.0
1764434099.9415104,6.17,-18.33,3.84,-167.55,0.292,0.198,39.53,37.23,0.0,0.000,0.0
1764434099.9634147,6.21,-19.42,3.97,-168.97,0.306,0.197,39.91,38.63,0.0,0.000,0.0
1764434099.9834836,6.24,-20.37,4.02,-169.89,0.306,0.197,40.17,39.36,0.0,0.000,0.0
1764434100.0126052,6.25,-20.81,4.07,-170.55,0.301,0.207,43.46,40.02,0.0,0.000,0.0
1764434100.0328903,6.26,-21.10,4.09,-171.02,0.300,0.205,45.76,40.48,0.0,0.000,0.0
1764434100.1039515,6.27,-20.93,4.07,-171.22,0.308,0.203,43.83,37.42,0.0,0.000,0.0
1764434100.1323602,6.27,-20.53,4.01,-171.41,0.307,0.204,42.25,35.28,0.0,0.000,0.0
1764434100.1504455,6.27,-20.94,3.90,-171.52,0.308,0.204,41.35,37.44,0.0,0.000,0.0
1764434100.1990945,6.28,-21.01,3.79,-171.71,0.303,0.222,42.30,40.23,0.0,0.000,0.0
1764434100.2207255,6.28,-21.32,3.74,-171.82,0.304,0.218,43.21,39.56,0.0,0.000,0.0
1764434100.2422328,6.29,-19.97,3.76,-171.84,0.292,0.223,40.79,38.40,0.0,0.000,0.0
1764434100.297309,6.29,-21.02,3.92,-172.24,0.313,0.237,40.49,38.80,0.0,0.000,0.0
1764434100.3234265,6.30,-21.81,4.05,-172.52,0.295,0.225,39.97,39.52,0.0,0.000,0.0
1764434100.3476005,6.30,-22.36,4.01,-172.47,0.308,0.225,41.96,37.61,0.0,0.000,0.0
1764434100.4024706,6.31,-22.30,3.98,-172.58,0.292,0.211,43.04,37.78,0.0,0.000,0.0
1764434100.4295816,6.31,-22.30,3.96,-172.53,0.295,0.214,43.80,37.89,0.0,0.000,0.0
1764434100.45456,6.31,-22.39,3.97,-172.70,0.273,0.215,44.61,40.74,0.0,0.000,0.0
1764434100.4781365,6.33,-22.78,3.91,-172.72,0.251,0.200,44.73,40.62,0.0,0.000,0.0
1764434100.5240526,6.34,-22.99,3.80,-172.78,0.249,0.195,44.62,42.87,0.0,0.000,0.0
1764434100.556187,6.34,-23.28,3.75,-172.76,0.252,0.196,44.56,43.18,0.0,0.000,0.0
1764434100.5833874,6.35,-23.33,3.70,-172.76,0.248,0.208,44.51,43.40,0.0,0.000,0.0
1764434100.6390953,6.35,-23.36,3.61,-172.69,0.258,0.209,44.28,43.27,0.0,0.000,0.0
1764434100.6639593,6.35,-23.02,3.65,-172.73,0.255,0.208,42.75,43.17,0.0,0.000,0.0
1764434100.7137504,6.35,-22.80,3.61,-172.64,0.266,0.216,44.21,37.03,0.0,0.000,0.0
1764434100.7346675,6.35,-22.48,3.64,-172.73,0.265,0.217,43.23,32.74,0.0,0.000,0.0
1764434100.763779,6.36,-22.30,3.57,-172.68,0.266,0.219,44.54,29.73,0.0,0.000,0.0
1764434100.7872598,6.36,-22.08,3.59,-172.74,0.261,0.228,47.69,26.26,0.0,0.000,0.0
1764434100.8112633,6.37,-22.52,3.65,-172.83,0.258,0.231,49.17,24.36,0.0,0.000,0.0
1764434100.8580167,6.38,-22.19,3.68,-172.61,0.256,0.241,49.05,27.65,0.0,0.000,0.0
1764434100.889768,6.39,-22.78,3.71,-172.74,0.245,0.232,45.63,25.00,0.0,0.000,0.0
1764434100.9127803,6.39,-21.94,3.73,-172.63,0.251,0.230,46.31,23.35,0.0,0.000,0.0
1764434100.9359324,6.40,-23.03,3.72,-172.72,0.249,0.231,45.98,28.09,0.0,0.000,0.0
1764434100.98396,6.41,-22.47,3.69,-172.63,0.253,0.233,44.43,30.88,0.0,0.000,0.0
1764434101.0153458,6.42,-23.20,3.66,-172.70,0.246,0.229,41.95,33.34,0.0,0.000,0.0
1764434101.0859897,6.42,-23.87,3.64,-172.80,0.245,0.238,42.48,29.71,0.0,0.000,0.0
1764434101.1112523,6.43,-24.50,3.59,-172.87,0.239,0.234,42.40,26.82,0.0,0.000,0.0
1764434101.1348562,6.44,-24.51,3.59,-172.95,0.243,0.247,43.43,30.77,0.0,0.000,0.0
1764434101.1728919,6.44,-24.83,3.53,-173.00,0.245,0.244,43.05,33.08,0.0,0.000,0.0
1764434101.1962562,6.45,-24.04,3.64,-173.04,0.253,0.252,43.88,34.20,0.0,0.000,0.0
1764434101.2299545,6.45,-24.82,3.64,-173.17,0.260,0.242,43.06,35.52,0.0,0.000,0.0
1764434101.2525382,6.46,-24.76,3.69,-173.23,0.255,0.240,44.41,36.44,0.0,0.000,0.0
1764434101.2804096,6.46,-25.21,3.70,-173.36,0.254,0.249,45.04,37.56,0.0,0.000,0.0
1764434101.3046033,6.46,-25.46,3.71,-173.47,0.261,0.231,47.00,31.31,0.0,0.000,0.0
1764434101.3513308,6.46,-24.52,3.54,-173.19,0.254,0.224,42.98,27.06,0.0,0.000,0.0
1764434101.4013996,6.44,-24.37,3.55,-173.04,0.262,0.208,41.74,28.98,0.0,0.000,0.0
1764434101.4206984,6.42,-24.58,3.56,-173.10,0.278,0.213,40.88,30.41,0.0,0.000,0.0
1764434101.4430752,6.41,-25.07,3.51,-172.87,0.271,0.229,39.40,34.53,0.0,0.000,0.0
1764434101.4951582,6.40,-25.70,3.50,-172.81,0.291,0.223,40.29,34.82,0.0,0.000,0.0
1764434101.514541,6.39,-26.03,3.49,-172.79,0.290,0.223,40.90,35.02,0.0,0.000,0.0
1764434101.5485675,6.39,-26.36,3.48,-172.75,0.296,0.228,38.42,35.65,0.0,0.000,0.0
1764434101.568639,6.39,-26.49,3.45,-172.69,0.300,0.227,36.69,36.09,0.0,0.000,0.0
1764434101.5957959,6.38,-26.65,3.46,-172.68,0.298,0.221,35.55,35.66,0.0,0.000,0.0
1764434101.6252043,6.38,-26.76,3.45,-172.66,0.297,0.235,35.09,36.48,0.0,0.000,0.0
1764434101.6707263,6.38,-27.06,3.59,-172.85,0.292,0.230,35.68,38.69,0.0,0.000,0.0
1764434101.73409,6.38,-27.14,3.68,-173.12,0.305,0.249,35.87,37.88,0.0,0.000,0.0
1764434101.7580032,6.37,-27.29,3.67,-173.20,0.313,0.251,36.07,37.31,0.0,0.000,0.0
1764434101.7833796,6.38,-27.34,3.83,-173.44,0.307,0.248,35.40,37.08,0.0,0.000,0.0
1764434101.830396,6.38,-27.33,3.95,-173.75,0.315,0.242,34.48,36.68,0.0,0.000,0.0
1764434101.8504288,6.38,-27.62,3.99,-174.04,0.323,0.246,33.83,36.39,0.0,0.000,0.0
1764434101.8688917,6.39,-27.20,3.94,-174.12,0.293,0.252,34.77,37.40,0.0,0.000,0.0
1764434101.9119685,6.41,-26.80,3.87,-174.26,0.298,0.259,35.84,36.55,0.0,0.000,0.0
1764434101.9643028,6.43,-26.50,3.83,-174.22,0.303,0.265,36.04,36.99,0.0,0.000,0.0
1764434101.9856644,6.45,-26.21,3.83,-174.26,0.300,0.266,37.09,37.13,0.0,0.000,0.0
1764434102.012322,6.46,-26.30,3.93,-174.50,0.302,0.263,35.79,38.57,0.0,0.000,0.0
1764434102.0332363,6.46,-26.43,3.98,-174.70,0.294,0.269,33.70,38.96,0.0,0.000,0.0
1764434102.101959,6.48,-26.08,3.88,-174.45,0.300,0.271,34.26,37.98,0.0,0.000,0.0
1764434102.122552,6.49,-25.80,3.73,-174.27,0.294,0.273,34.65,37.37,0.0,0.000,0.0
1764434102.150951,6.49,-25.84,3.62,-174.07,0.298,0.269,34.43,30.91,0.0,0.000,0.0
1764434102.1843565,6.50,-26.12,3.59,-173.98,0.297,0.262,34.43,32.20,0.0,0.000,0.0
1764434102.6789272,6.51,-25.00,3.64,-174.31,0.147,0.099,33.50,36.77,0.0,0.000,0.0
1764434102.6991682,6.53,-25.32,3.66,-174.56,0.218,0.204,34.77,38.09,0.0,0.000,0.0
1764434102.7184489,6.54,-26.22,3.64,-174.71,0.223,0.205,35.66,38.84,0.0,0.000,0.0
1764434102.737831,6.55,-26.66,3.59,-174.95,0.254,0.242,35.53,39.48,0.0,0.000,0.0
1764434102.7750566,6.57,-27.54,3.32,-174.70,0.271,0.251,35.96,38.95,0.0,0.000,0.0
1764434102.7953544,6.58,-28.27,3.10,-174.67,0.262,0.246,36.65,40.36,0.0,0.000,0.0
1764434102.8145974,6.60,-28.43,2.93,-174.61,0.287,0.256,37.19,38.15,0.0,0.000,0.0
1764434102.8400598,6.61,-28.23,2.76,-174.51,0.278,0.266,38.02,37.53,0.0,0.000,0.0
1764434102.9035273,6.63,-27.60,2.64,-174.44,0.285,0.274,38.13,39.20,0.0,0.000,0.0
1764434102.92343,6.65,-26.90,2.56,-174.54,0.285,0.261,37.22,40.37,0.0,0.000,0.0
1764434102.94179,6.67,-26.75,2.45,-174.33,0.305,0.274,36.44,40.80,0.0,0.000,0.0
1764434102.9818363,6.70,-26.65,2.26,-174.21,0.301,0.272,36.41,38.72,0.0,0.000,0.0
1764434103.0299048,6.76,-25.54,1.96,-174.08,0.312,0.264,33.38,37.34,0.0,0.000,0.0
1764434103.0487316,6.79,-25.59,1.76,-173.95,0.296,0.284,31.59,36.47,0.0,0.000,0.0
1764434103.079234,6.86,-15.20,1.29,-173.65,0.304,0.251,33.88,35.59,0.0,0.000,0.0
1764434103.1369064,6.98,-6.43,0.82,-173.65,0.317,0.254,33.51,35.06,0.0,0.000,0.0
1764434103.1626132,7.06,-0.95,0.50,-173.29,0.329,0.248,34.28,35.70,0.0,0.000,0.0
1764434103.185538,7.21,4.38,0.03,-173.46,0.319,0.227,35.51,36.48,0.0,0.000,0.0
1764434103.2224612,7.39,8.35,-0.37,-173.69,0.323,0.255,37.61,37.11,0.0,0.000,0.0
1764434103.2414262,7.51,11.11,-0.63,-173.54,0.319,0.262,38.99,38.11,0.0,0.000,0.0
1764434103.2689211,7.67,13.42,-0.87,-173.66,0.317,0.272,39.19,36.20,0.0,0.000,0.0
1764434103.3021333,7.81,15.58,-1.16,-173.91,0.321,0.271,40.10,36.09,0.0,0.000,0.0
1764434103.3665297,7.93,16.88,-1.40,-174.10,0.342,0.270,41.45,35.41,0.0,0.000,0.0
1764434103.3858638,8.02,17.94,-1.59,-174.28,0.356,0.265,42.00,35.73,0.0,0.000,0.0
1764434103.4054341,8.08,18.64,-1.88,-174.71,0.335,0.270,43.07,32.70,0.0,0.000,0.0
1764434103.4462686,8.12,18.93,-2.28,-175.13,0.334,0.279,39.86,33.60,0.0,0.000,0.0
1764434103.4952285,8.14,19.05,-2.73,-175.63,0.330,0.283,39.85,34.47,0.0,0.000,0.0
1764434103.5134745,8.15,19.01,-2.95,-175.82,0.328,0.264,39.47,35.03,0.0,0.000,0.0
1764434103.5443332,8.14,19.01,-3.16,-176.13,0.344,0.280,38.56,34.57,0.0,0.000,0.0
1764434103.5929873,8.12,19.21,-3.24,-176.26,0.375,0.271,39.54,34.27,0.0,0.000,0.0
1764434103.610603,8.10,19.35,-3.27,-176.37,0.350,0.267,39.44,34.06,0.0,0.000,0.0
1764434103.6404989,8.07,19.41,-3.28,-176.62,0.377,0.282,38.17,34.50,0.0,0.000,0.0
1764434103.671631,8.03,18.86,-3.25,-176.89,0.351,0.277,38.63,36.41,0.0,0.000,0.0
1764434103.7342105,7.98,18.20,-3.12,-176.86,0.329,0.279,40.84,33.40,0.0,0.000,0.0
1764434103.7521205,7.95,17.92,-3.07,-177.02,0.362,0.277,40.22,35.45,0.0,0.000,0.0
1764434103.7816117,7.91,16.43,-2.79,-176.47,0.333,0.278,39.71,34.49,0.0,0.000,0.0
1764434103.8311927,7.88,13.34,-2.84,-70.20,0.341,0.272,39.08,33.86,0.0,0.000,0.0
1764434103.8510132,7.86,14.08,-2.92,-102.90,0.345,0.274,38.63,33.90,0.0,0.000,0.0
1764434103.869227,7.83,14.01,-2.93,-18.15,0.347,0.272,38.32,34.31,0.0,0.000,0.0
1764434103.912211,7.81,14.45,-2.68,-65.77,0.357,0.277,37.83,34.46,0.0,0.000,0.0
1764434103.9754143,7.79,13.62,-2.33,-98.33,0.347,0.291,38.33,32.01,0.0,0.000,0.0
1764434103.9949698,7.77,13.89,-2.27,-122.01,0.353,0.281,39.78,30.30,0.0,0.000,0.0
1764434104.0120327,7.75,13.79,-2.17,-138.28,0.362,0.283,38.56,27.52,0.0,0.000,0.0
1764434104.0705314,7.73,13.37,-1.98,-148.97,0.376,0.267,39.06,30.20,0.0,0.000,0.0
1764434104.088657,7.71,14.02,-1.99,-156.97,0.373,0.262,39.04,31.79,0.0,0.000,0.0
1764434104.1181295,7.69,14.25,-1.89,-162.37,0.355,0.258,38.26,32.55,0.0,0.000,0.0
1764434104.1507554,7.68,14.02,-1.85,-166.14,0.374,0.274,35.84,33.72,0.0,0.000,0.0
1764434104.2017112,7.66,13.60,-1.78,-168.93,0.389,0.277,36.48,34.00,0.0,0.000,0.0
1764434104.2218776,7.64,13.32,-1.74,-170.47,0.340,0.275,37.01,34.34,0.0,0.000,0.0
1764434104.2473779,7.63,13.54,-1.60,-171.60,0.367,0.258,36.09,34.10,0.0,0.000,0.0
1764434104.2791452,7.61,13.37,-1.66,-172.34,0.343,0.254,36.42,32.96,0.0,0.000,0.0
1764434104.2982926,7.60,12.96,-1.68,-172.74,0.332,0.251,36.15,33.41,0.0,0.000,0.0
1764434104.3282466,7.59,12.68,-1.51,-172.48,0.327,0.256,37.07,28.34,0.0,0.000,0.0
1764434104.390282,7.58,12.77,-1.58,-172.98,0.334,0.242,37.22,25.03,0.0,0.000,0.0
1764434104.4107907,7.57,11.44,-1.48,-172.41,0.327,0.234,37.33,26.50,0.0,0.000,0.0
1764434104.4297342,7.56,11.93,-1.50,-172.91,0.333,0.230,38.10,27.63,0.0,0.000,0.0
1764434104.4847622,7.54,11.55,-1.56,-173.61,0.190,0.071,39.23,31.93,0.0,0.000,0.0
1764434104.518127,7.53,10.42,-1.61,-173.90,0.093,0.040,38.60,36.47,0.0,0.000,0.0
1764434104.582907,7.52,7.46,-1.69,-174.15,0.111,0.090,40.70,37.95,0.0,0.000,0.0
1764434104.6023757,7.52,1.75,-1.68,-174.53,0.117,0.069,42.18,35.82,0.0,0.000,0.0
1764434104.6194806,7.51,-2.35,-1.67,-174.82,0.122,0.077,42.80,34.33,0.0,0.000,0.0
1764434104.6628745,7.49,0.58,-1.56,-174.39,0.221,0.180,43.72,35.27,0.0,0.000,0.0
1764434104.681779,7.48,-2.64,-1.49,-174.24,0.203,0.177,44.37,35.93,0.0,0.000,0.0
1764434104.7293203,7.47,-7.89,-1.38,-174.50,0.213,0.180,44.03,37.16,0.0,0.000,0.0
1764434104.7478118,7.46,-11.52,-1.30,-174.76,0.205,0.179,43.60,38.36,0.0,0.000,0.0
1764434104.806315,7.45,-14.58,-1.20,-174.88,0.229,0.184,42.17,38.23,0.0,0.000,0.0
1764434104.8291478,7.44,-16.34,-1.13,-175.03,0.232,0.173,41.81,37.65,0.0,0.000,0.0
1764434105.9030538,7.38,-18.42,-0.81,-175.31,0.282,0.196,42.72,36.21,0.0,0.000,0.0
1764434105.922948,7.33,-19.92,-0.62,-175.19,0.271,0.201,41.32,35.53,0.0,0.000,0.0
1764434105.9431913,7.30,-21.23,-0.54,-175.03,0.279,0.192,41.20,34.87,0.0,0.000,0.0
1764434105.9624176,7.28,-21.95,-0.46,-174.94,0.285,0.187,40.61,34.41,0.0,0.000,0.0
1764434105.9819138,7.27,-22.01,-0.41,-174.97,0.281,0.187,40.00,35.94,0.0,0.000,0.0
1764434106.0064058,7.26,-23.15,-0.40,-175.00,0.279,0.189,40.57,37.78,0.0,0.000,0.0
1764434106.0542083,7.25,-23.71,-0.40,-175.00,0.283,0.198,41.40,36.14,0.0,0.000,0.0
1764434106.1313386,7.25,-24.42,-0.39,-175.01,0.278,0.200,41.81,35.78,0.0,0.000,0.0
1764434106.15913,7.25,-24.75,-0.40,-175.01,0.280,0.196,41.26,35.66,0.0,0.000,0.0
1764434106.1819375,7.25,-25.44,-0.43,-175.01,0.280,0.204,40.40,36.19,0.0,0.000,0.0
1764434106.200233,7.25,-25.69,-0.45,-175.01,0.288,0.201,39.91,35.96,0.0,0.000,0.0
1764434106.2204425,7.25,-25.93,-0.45,-175.05,0.281,0.196,39.13,36.98,0.0,0.000,0.0
1764434106.2463012,7.25,-25.98,-0.44,-174.99,0.287,0.198,38.84,36.05,0.0,0.000,0.0
1764434106.2955663,7.24,-26.28,-0.41,-174.98,0.282,0.201,38.92,34.87,0.0,0.000,0.0
1764434106.3163993,7.24,-26.40,-0.41,-174.98,0.281,0.197,38.97,34.05,0.0,0.000,0.0
1764434106.3340032,7.24,-26.13,-0.39,-174.92,0.290,0.208,39.90,34.49,0.0,0.000,0.0
1764434106.3914177,7.24,-25.88,-0.37,-174.86,0.288,0.209,39.56,33.98,0.0,0.000,0.0
1764434106.4104373,7.23,-26.04,-0.36,-174.79,0.292,0.208,39.33,33.89,0.0,0.000,0.0
1764434106.438318,7.23,-25.91,-0.34,-174.80,0.287,0.200,39.25,33.45,0.0,0.000,0.0
1764434106.4712396,7.23,-26.19,-0.34,-174.71,0.284,0.203,39.22,33.70,0.0,0.000,0.0
1764434106.5175908,7.23,-26.10,-0.31,-174.69,0.290,0.197,38.52,33.52,0.0,0.000,0.0
1764434106.5770452,7.22,-25.55,-0.30,-174.71,0.287,0.201,38.68,33.78,0.0,0.000,0.0
1764434106.6012044,7.22,-25.22,-0.30,-174.73,0.286,0.200,38.80,33.96,0.0,0.000,0.0
1764434106.6365914,7.22,-24.57,-0.28,-174.65,0.285,0.198,39.00,34.35,0.0,0.000,0.0
1764434106.6616285,7.22,-24.30,-0.27,-174.63,0.281,0.203,39.15,34.89,0.0,0.000,0.0
1764434106.6833262,7.22,-24.37,-0.27,-174.67,0.285,0.193,38.98,34.99,0.0,0.000,0.0
1764434106.7148645,7.22,-23.69,-0.27,-174.70,0.283,0.193,38.64,34.38,0.0,0.000,0.0
1764434106.7365782,7.22,-23.48,-0.28,-174.76,0.281,0.195,38.39,33.96,0.0,0.000,0.0
1764434106.7600784,7.22,-22.90,-0.29,-174.73,0.286,0.194,37.64,33.14,0.0,0.000,0.0
1764434106.788779,7.22,-22.83,-0.29,-174.82,0.285,0.199,37.66,30.82,0.0,0.000,0.0
1764434106.8531394,7.22,-21.84,-0.33,-174.67,0.285,0.200,38.32,31.20,0.0,0.000,0.0
1764434106.8870585,7.22,-22.74,-0.34,-174.77,0.284,0.208,38.73,32.58,0.0,0.000,0.0
1764434106.905547,7.22,-23.54,-0.35,-174.74,0.291,0.206,39.01,33.55,0.0,0.000,0.0
1764434106.9510412,7.22,-23.18,-0.26,-174.92,0.287,0.216,39.44,35.21,0.0,0.000,0.0
1764434106.9709234,7.21,-23.16,-0.20,-175.05,0.284,0.219,39.74,36.37,0.0,0.000,0.0
1764434107.0466244,7.21,-23.38,-0.13,-175.16,0.288,0.213,39.52,36.10,0.0,0.000,0.0
1764434107.0673053,7.21,-23.50,-0.08,-175.23,0.293,0.212,39.37,35.91,0.0,0.000,0.0
1764434107.0849018,7.21,-23.68,-0.03,-175.26,0.285,0.212,39.56,35.88,0.0,0.000,0.0
1764434107.1041257,7.21,-23.74,0.00,-175.24,0.285,0.214,39.70,35.57,0.0,0.000,0.0
1764434107.129357,7.21,-23.94,-0.00,-175.25,0.286,0.213,39.99,36.50,0.0,0.000,0.0
1764434107.1738982,7.21,-24.30,0.00,-175.20,0.284,0.210,40.25,37.30,0.0,0.000,0.0
1764434107.206069,7.21,-24.70,0.03,-175.24,0.275,0.188,39.47,36.84,0.0,0.000,0.0
1764434107.226867,7.21,-25.10,0.02,-175.25,0.266,0.193,38.92,36.51,0.0,0.000,0.0
1764434107.2703106,7.21,-25.67,0.03,-175.24,0.266,0.184,38.97,35.85,0.0,0.000,0.0
1764434107.3169463,7.20,-25.77,0.01,-175.20,0.258,0.185,37.72,36.68,0.0,0.000,0.0
1764434107.3679862,7.20,-25.50,0.01,-175.18,0.265,0.189,37.44,37.64,0.0,0.000,0.0
1764434107.3869436,7.20,-25.22,-0.02,-175.17,0.263,0.193,36.55,38.32,0.0,0.000,0.0
1764434107.415441,7.19,-24.45,-0.02,-175.07,0.206,0.164,39.75,37.66,0.0,0.000,0.0
1764434107.4636524,7.18,-19.99,-0.06,-174.97,0.058,0.035,41.32,38.96,0.0,0.000,0.0
1764434107.481527,7.18,-18.33,-0.05,-174.90,0.049,0.036,44.38,41.41,0.0,0.000,0.0
1764434107.4999387,7.18,-18.62,-0.06,-174.97,0.060,0.068,44.63,41.17,0.0,0.000,0.0
1764434107.5429049,7.18,-20.69,-0.06,-175.14,0.134,0.150,42.81,40.88,0.0,0.000,0.0
1764434107.5909681,7.17,-21.93,-0.08,-175.06,0.229,0.153,42.54,43.27,0.0,0.000,0.0
1764434107.6090305,7.16,-21.49,-0.04,-175.01,0.230,0.162,44.22,44.93,0.0,0.000,0.0
1764434107.6387117,7.16,-21.67,-0.01,-175.03,0.245,0.157,43.11,45.07,0.0,0.000,0.0
1764434107.6867795,7.16,-20.22,-0.02,-175.03,0.240,0.164,42.85,41.52,0.0,0.000,0.0
1764434107.704836,7.16,-19.83,-0.01,-175.03,0.237,0.162,42.67,39.04,0.0,0.000,0.0
1764434107.7337537,7.16,-18.82,-0.01,-174.99,0.245,0.162,42.28,41.58,0.0,0.000,0.0
1764434107.7810926,7.16,-18.44,-0.01,-174.97,0.258,0.173,40.50,41.68,0.0,0.000,0.0
1764434107.8320339,7.15,-19.67,0.03,-174.99,0.260,0.181,40.37,42.07,0.0,0.000,0.0
1764434107.8523066,7.15,-20.50,0.06,-175.03,0.258,0.177,40.28,42.34,0.0,0.000,0.0
1764434107.8736339,7.15,-20.40,0.04,-174.95,0.261,0.182,40.04,40.78,0.0,0.000,0.0
1764434107.9324663,7.15,-20.80,0.05,-174.93,0.271,0.179,39.82,37.89,0.0,0.000,0.0
1764434107.9598715,7.15,-20.88,0.06,-174.88,0.270,0.180,39.66,35.86,0.0,0.000,0.0
1764434107.9836855,7.15,-21.52,0.08,-174.79,0.269,0.179,38.52,38.03,0.0,0.000,0.0
1764434108.0105565,7.16,-22.10,0.06,-174.73,0.259,0.188,37.78,34.43,0.0,0.000,0.0
1764434108.0336044,7.16,-22.40,0.04,-174.73,0.254,0.189,37.27,35.74,0.0,0.000,0.0
1764434108.1294906,7.17,-24.09,0.02,-174.80,0.257,0.235,38.54,37.06,0.0,0.000,0.0
1764434108.1537569,7.18,-24.90,-0.05,-174.86,0.250,0.220,39.87,38.56,0.0,0.000,0.0
1764434108.175165,7.19,-25.85,-0.10,-174.86,0.259,0.237,39.88,40.02,0.0,0.000,0.0
1764434108.1976466,7.19,-26.45,-0.13,-174.87,0.257,0.238,40.12,41.04,0.0,0.000,0.0
1764434108.2212808,7.20,-26.69,-0.16,-174.83,0.266,0.243,40.46,35.45,0.0,0.000,0.0
1764434108.247961,7.20,-26.85,-0.20,-174.76,0.268,0.268,34.11,36.40,0.0,0.000,0.0
1764434108.297374,7.21,-26.74,-0.25,-174.75,0.267,0.253,34.68,38.60,0.0,0.000,0.0
1764434108.3175526,7.22,-26.96,-0.29,-174.83,0.258,0.263,35.59,40.14,0.0,0.000,0.0
1764434108.3350427,7.24,-27.13,-0.32,-175.01,0.281,0.263,35.58,40.37,0.0,0.000,0.0
1764434108.3740642,7.26,-25.79,-0.44,-174.84,0.286,0.239,35.81,37.34,0.0,0.000,0.0
1764434108.4384933,7.28,-26.17,-0.48,-175.01,0.222,0.182,39.69,39.16,0.0,0.000,0.0
1764434108.4568036,7.29,-26.30,-0.52,-175.19,0.233,0.178,43.05,39.43,0.0,0.000,0.0
1764434108.485996,7.30,-22.41,-0.62,-174.84,0.063,0.037,47.02,40.53,0.0,0.000,0.0
1764434108.519273,7.31,-20.03,-0.72,-174.42,0.063,0.046,47.31,42.36,0.0,0.000,0.0
1764434108.538941,7.31,-16.05,-0.75,-174.17,0.065,0.045,47.52,43.12,0.0,0.000,0.0
1764434108.5670924,7.30,-12.68,-0.73,-173.95,0.109,0.049,43.70,46.11,0.0,0.000,0.0
1764434108.5977917,7.29,-12.18,-0.67,-173.58,0.160,0.094,41.84,45.02,0.0,0.000,0.0
1764434108.6865487,7.28,-15.02,-0.55,-173.35,0.190,0.141,42.38,45.00,0.0,0.000,0.0
1764434108.7100587,7.26,-16.28,-0.42,-173.21,0.198,0.110,41.84,46.83,0.0,0.000,0.0
1764434108.7300105,7.24,-17.86,-0.33,-172.71,0.180,0.184,40.54,45.77,0.0,0.000,0.0
1764434108.7623038,7.19,-19.63,-0.26,-172.18,0.208,0.167,39.02,45.12,0.0,0.000,0.0
1764434108.783057,7.16,-20.67,-0.21,-171.83,0.201,0.161,37.95,42.11,0.0,0.000,0.0
1764434108.803491,7.12,-21.94,-0.10,-171.83,0.229,0.189,37.15,41.81,0.0,0.000,0.0
1764434108.8712149,7.06,-19.83,0.08,-171.96,0.245,0.204,35.34,38.08,0.0,0.000,0.0
1764434108.8953688,7.03,-18.95,0.20,-171.95,0.249,0.211,33.62,36.88,0.0,0.000,0.0
1764434108.915537,6.99,-20.13,0.29,-172.07,0.249,0.221,34.63,38.26,0.0,0.000,0.0
1764434108.9360087,6.94,-21.40,0.48,-172.33,0.258,0.225,34.86,37.14,0.0,0.000,0.0
1764434108.9990363,6.89,-22.67,0.74,-172.42,0.261,0.223,35.51,37.72,0.0,0.000,0.0
1764434109.0192306,6.85,-23.35,0.95,-172.61,0.254,0.218,36.48,38.48,0.0,0.000,0.0
1764434109.0367703,6.82,-24.27,1.10,-172.62,0.248,0.221,34.99,37.10,0.0,0.000,0.0
1764434109.0804198,6.79,-24.83,1.28,-172.70,0.255,0.222,37.60,37.83,0.0,0.000,0.0
1764434109.1005492,6.78,-25.13,1.45,-172.84,0.258,0.220,39.42,36.37,0.0,0.000,0.0
1764434109.1275423,6.76,-25.33,1.63,-173.00,0.256,0.220,38.42,37.16,0.0,0.000,0.0
1764434109.1902013,6.76,-26.08,1.78,-173.47,0.264,0.213,38.68,36.66,0.0,0.000,0.0
1764434109.2124395,6.75,-26.73,1.87,-173.76,0.267,0.215,38.85,36.30,0.0,0.000,0.0
1764434109.2325742,6.76,-27.19,1.84,-174.14,0.276,0.230,38.49,38.29,0.0,0.000,0.0
1764434109.2849698,6.78,-27.37,1.84,-174.58,0.274,0.237,36.98,37.19,0.0,0.000,0.0
1764434109.31726,6.81,-27.44,1.74,-174.78,0.281,0.235,36.86,37.93,0.0,0.000,0.0
1764434109.3492553,6.83,-25.71,1.62,-174.49,0.275,0.215,35.90,36.85,0.0,0.000,0.0
1764434109.4146335,6.85,-25.09,1.52,-174.54,0.258,0.231,35.58,36.84,0.0,0.000,0.0
