timestamp,gaze_x,gaze_y,pupil_left,pupil_right,blink,focus_score
1764433282.4495025,0.054722309147196654,-0.10015145064241276,5.855,6.433,0,0.790
1764433282.5123932,0.047396525493946615,-0.1053332881769616,5.831,6.531,0,0.791
1764433282.5441453,0.04399772594852955,-0.10723132543928812,5.815,6.599,0,0.792
1764433282.5737915,0.04048220263037384,-0.10969631515928027,5.897,6.648,0,0.794
1764433282.606856,0.03856481456853442,-0.11087832970240527,5.955,6.681,0,0.795
1764433282.6333387,0.03722264292524682,-0.1105693762462292,5.995,6.705,0,0.796
1764433282.6483433,0.04310130459312732,-0.11035310882690595,6.023,6.621,0,0.799
1764433282.671646,0.04721636776064367,-0.10224717617883428,5.597,6.563,0,0.801
1764433282.7337732,0.05691509379608693,-0.10339120514336594,5.369,6.522,0,0.820
1764433282.7466147,0.06484056565726079,-0.10419202541853811,5.209,6.493,0,0.822
1764433282.7700808,0.06416309951739486,-0.10529607787202812,5.097,6.573,0,0.825
1764433282.830615,0.06418294436573359,-0.09707681972781099,4.932,6.529,0,0.823
1764433282.8472521,0.06310987923783162,-0.09409013744583139,4.824,6.498,0,0.821
1764433282.8629873,0.0699674293004741,-0.09684135708164732,4.828,6.476,0,0.819
1764433282.9260356,0.07244557995697218,-0.10212689462118468,4.898,6.451,0,0.824
1764433282.9402454,0.07418028541652083,-0.10582677089886083,4.947,6.434,0,0.838
1764433282.9904778,0.10405070572041838,-0.08514593330509185,4.732,5.852,0,0.856
1764433283.0149162,0.12935723313472777,-0.0715586750526946,4.581,5.626,0,0.863
1764433283.0545902,0.14949275094134507,-0.08235391838668865,4.707,5.705,0,0.862
1764433283.0771675,0.16358761340597716,-0.08986118160585999,4.791,5.644,0,0.855
1764433283.0940645,0.1815567839296386,-0.07767555439682919,4.779,5.418,0,0.844
1764433283.1511557,0.18049883965983798,-0.11119106989596211,4.844,7.098,0,0.837
1764433283.1693664,0.1899361442836257,-0.08549185169397183,4.891,6.704,0,0.832
1764433283.1970608,0.1899361442836257,-0.08549185169397183,4.891,6.704,1,0.825
1764433283.2465713,0.16095530099853808,-0.06984429618578039,5.023,6.704,1,0.818
1764433283.2618437,0.14066871069897677,-0.05889100733004638,5.115,6.704,1,0.815
1764433283.2979543,0.13308348210466836,-0.052762166669494,5.267,6.704,1,0.814
1764433283.3426588,0.13308348210466836,-0.052762166669494,5.267,6.704,1,0.815
1764433283.37368,0.12126954858437886,-0.05332240555753466,5.858,6.917,1,0.814
1764433283.4068587,0.12124162518553568,-0.027090389772627205,5.757,7.067,1,0.812
1764433283.470994,0.134104431747522,-0.03425739048789783,5.780,6.105,1,0.814
